-81.756252,30.20226,Costco (Gas) - 8000 Parramore Rd; I-295 Exit 12; Jacksonville,FL 32244>904-479-7521
-81.533481,30.251894,Costco - 4901 Gate Pkwy; Jacksonville,FL 32246>904-997-7003
-84.212088,30.460557,Costco (Gas) - 4067 Lagniappe Way; Tallahassee,FL 32317>850-219-2500
-81.417349,28.660994,Costco (Gas) - 741 Orange Ave; I-4 Exit 92; Altamonte Springs,FL 32714>407-786-7802
-81.300069,28.599536,Costco (Gas) - 3333 University Blvd; Winter Park,FL 32792>407-681-2119
-81.406853,28.40457,Costco (Gas) - 2101 Waterbridge Blvd; Orlando,FL 32837>407-586-7271
-81.424902,28.495409,Costco (Gas) - 4696 Gardens Park Blvd; Orlando,FL 32839>407-586-7221
-80.712627,28.191263,Costco (Gas) - 4305 Pineda Causeway; I-95 Exit 188; Melbourne,FL 32934>321-428-2910
-80.29903,25.923078,Costco (Gas) - 16580 NW 59th Ave; Miami Lakes,FL 33014>305-825-9818
-80.360331,26.009617,Costco (Gas) - 15915 Pines Blvd; I-75 Exit 9; Pembroke Pines,FL 33027>954-266-3460
-80.150038,26.273362,Costco (Gas) - 1800 W Sample Rd; I-95 Exit 39; Pompano Beach,FL 33064>954-247-3554
-80.277933,26.287219,Costco (Gas) - 4621 Coral Ridge Dr; Coral Springs,FL 33076>954-715-8240
-80.322723,25.77376,Costco (Gas) - 7795 W Flagler St; Miami,FL 33144>786-482-7135
-80.15412,25.913716,Costco (Gas) - 14800 Sole Mia Way; North Miami,FL 33181>305-955-8711
-80.41256,25.653246,Costco (Gas) - 13450 SW 120th Street; Miami,FL 33186>305-964-4227
-80.247437,26.096586,Costco (Gas) - 1890 S University Dr; I-595 Exit 5; Davie,FL 33324>954-370-8990
-80.087587,26.807198,Costco (Gas) - 3250 Northlake Blvd; I-95 Exit 77; Palm Beach Gardens,FL 33403>561-776-3052
-80.221067,26.683311,Costco (Gas) - 11001 Southern Blvd; Royal Palm Beach,FL 33411>561-803-8830
-80.071094,26.588488,Costco (Gas) - 1873 Lantana Rd; I-95 Exit 61; Lantana,FL 33462>561-533-0958
-80.100373,26.412806,Costco (Gas) - 17800 Congress Ave; Boca Raton,FL 33487>561-981-5004
-82.33135,27.921299,Costco (Gas) - 10921 Causeway Blvd; Brandon,FL 33511>813-952-0103
